Epoch,Raw_Loss,Smoothed_Loss
0.0,1.612740397453308,1.612740397453308
0.027051397655545536,1.101654291152954,1.5871860921382905
0.05410279531109107,0.9520739912986755,1.554152771830559
0.0811541929666366,1.1889592409133911,1.5329637140035632
0.10820559062218214,0.7930231094360352,1.4919778496026996
0.13525698827772767,0.6266575455665588,1.442673707008362
0.1623083859332732,0.5948043465614319,1.3917769044637682
0.18935978358881875,0.609431803226471,1.3416114747524264
0.2164111812443643,0.41918888688087463,1.2819338992238045
0.24346257889990983,0.9570373296737671,1.2491487458348276
0.27051397655545534,0.8337454795837402,1.2101989999413492
0.2975653742110009,0.43073368072509766,1.1510986641049388
0.3246167718665464,0.5981796383857727,1.1003706261515618
0.35166816952209196,0.9249745011329651,1.0659823313355448
0.3787195671776375,0.6168565154075623,1.0161881372332573
0.40577096483318303,0.629136323928833,0.9670079335570336
0.4328223624887286,0.5737618803977966,0.9150590077042581
0.4598737601442741,0.37810564041137695,0.8533272698521616
0.48692515779981965,0.36936888098716736,0.7911586940288543
0.5139765554553651,0.16469694674015045,0.7187565214931965
0.5410279531109107,0.3911539316177368,0.6576771982014179
0.5680793507664562,0.34897613525390625,0.6200432904064656
0.5951307484220018,0.40589287877082825,0.5927342347800731
0.6221821460775473,1.026773452758789,0.5846249453723431
0.6492335437330928,0.36096176505088806,0.5630218781530858
0.6762849413886384,0.21649211645126343,0.5425136066973211
0.7033363390441839,0.5370647311210632,0.5396266259253025
0.7303877366997295,0.3405543863773346,0.5261827550828456
0.757439134355275,1.0794100761413574,0.5591938145458699
0.7844905320108205,0.3150731027126312,0.527095603197813
0.8115419296663661,0.2881735563278198,0.49981700703501697
0.8385933273219116,0.23577700555324554,0.4900691732764244
0.8656447249774571,0.5733077526092529,0.4888255789875985
0.8926961226330027,0.6414836049079895,0.47465103417634974
0.9197475202885482,0.12781983613967896,0.45019920021295556
0.9467989179440938,0.21895277500152588,0.4296900227665902
0.9738503155996393,0.4429292678833008,0.42314839214086536
1.0009017132551847,0.276876300573349,0.41808692514896395
1.0279531109107303,0.28443536162376404,0.41384024918079376
1.0550045085662758,0.16748102009296417,0.41397945284843446
1.0820559062218214,0.5371631383895874,0.42127991318702696
1.109107303877367,0.16787946224212646,0.412225079536438
1.1361587015329124,0.6511540412902832,0.4244881376624107
1.163210099188458,0.6130065321922302,0.4037997916340828
1.1902614968440035,0.541429877281189,0.41282319724559785
1.217312894499549,0.43769052624702454,0.4238831177353859
1.2443642921550946,0.476148396730423,0.42083730101585387
1.2714156898106401,0.4181172847747803,0.42471544593572613
1.2984670874661857,0.38144955039024353,0.38981741964817046
1.3255184851217312,0.8464013338088989,0.4163838312029839
1.3525698827772767,0.25821661949157715,0.4148859843611718
1.3796212804328223,0.2361573427915573,0.4149050012230873
1.4066726780883678,0.18546701967716217,0.39551296457648283
1.4337240757439134,0.47826826572418213,0.38735219761729245
1.460775473399459,0.308981329202652,0.3964102722704411
1.4878268710550044,0.7622009515762329,0.42357268109917645
1.51487826871055,0.6846458911895752,0.4356585122644901
1.5419296663660955,0.6293574571609497,0.4532825700938702
1.568981064021641,0.2052122950553894,0.4493214167654514
1.5960324616771866,0.38933274149894714,0.4604140028357505
1.6230838593327321,0.21462902426719666,0.444287297129631
1.6501352569882777,0.34846314787864685,0.4533164814114571
1.6771866546438232,0.2909638583660126,0.4353069722652435
