Overall Accuracy: 91.9535%

Classification Report:
              precision    recall  f1-score   support

           0     0.9448    0.9786    0.9614       980
           1     0.9652    0.9771    0.9711      1135
           2     0.9377    0.8895    0.9130      1032
           3     0.8997    0.9059    0.9028      1010
           4     0.9218    0.9369    0.9293       982
           5     0.8906    0.8666    0.8784       892
           6     0.9255    0.9468    0.9360       958
           7     0.9247    0.9202    0.9225      1028
           8     0.8833    0.8778    0.8805       974
           9     0.9013    0.8959    0.8986      1009

    accuracy                         0.9206     10000
   macro avg     0.9195    0.9195    0.9194     10000
weighted avg     0.9204    0.9206    0.9204     10000
