Overall Accuracy: 78.4450%

Classification Report:
              precision    recall  f1-score   support

           0     0.8581    0.9071    0.8819       980
           1     0.7962    0.9709    0.8750      1135
           2     0.8504    0.7548    0.7998      1032
           3     0.7476    0.8505    0.7957      1010
           4     0.7483    0.7963    0.7716       982
           5     0.8166    0.4843    0.6080       892
           6     0.8261    0.8727    0.8487       958
           7     0.8066    0.8035    0.8051      1028
           8     0.7184    0.7125    0.7155       974
           9     0.7433    0.6918    0.7166      1009

    accuracy                         0.7897     10000
   macro avg     0.7912    0.7844    0.7818     10000
weighted avg     0.7911    0.7897    0.7847     10000
